"","GRVI","NDVI","GNDVI","BNDVI","NDRE","CIgreen","CIRE","MSR","NDI","ARI","mARI","RGBVI","RTVI"
"W1-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
